timestamp,x,y,z
18374000,-99.45807977796787,55.535924897762655,-7.6727509697270735
18416000,-99.07641443781618,53.28844776758512,-7.76036973798906
18458000,-99.99063138275027,51.00689241725581,-7.901591285010221
18500000.0,-100.79296220665277,47.93613831356922,-7.620803608784716
18542000,-99.91573382621799,44.82650625018843,-6.362358674143955
18584000,-99.34445575699833,42.447275856302404,-5.702021512328544
18624000,-98.38396795626059,40.36844050711051,-4.846674548280441
18666000,-97.86482075715152,37.80500539962071,-4.393088041048593
18708000,-98.09901538320823,34.533176096056756,-4.276889963566306
18750000.0,-98.92826474423879,31.412678380251275,-4.213791266706875
18792000,-99.34300311029659,28.594936544860992,-3.7943157387738182
18834000,-99.46398391577203,26.717558615065997,-3.122857978006416
18874000,-99.51474006185732,25.551058963605076,-2.7510609296158535
18916000,-98.99107554129712,24.433412022795867,-2.3537599690223208
18958000,-99.09619399890776,22.949797487036744,-2.408206889451329
19000000.0,-98.98641051545589,21.50959386400799,-2.133332218803706
19042000,-98.67555622720232,19.97599833950694,-1.7014012551125988
19084000,-98.6875213354506,18.717061009064917,-1.5318376068195494
19124000,-98.21241284598962,17.195546945073936,-1.326405419912725
19166000,-98.16300995270105,15.441299626431604,-1.1295428016946278
19208000,-97.79371013328017,13.68311857148909,-0.8663954740995703
19250000.0,-98.31441739872153,12.303531327004245,-0.8902679623719546
19292000,-98.56701936436187,11.145685414723381,-0.9244327350880408
19334000,-98.82469593965064,10.312334465593182,-0.8151132966730549
19374000,-99.02765539225113,10.06104659829084,-0.7933966237225614
19416000,-99.0405376904828,10.07110257949313,-0.7986557720606021
19458000,-99.09183672651731,10.076427779204968,-0.7757911148775044
19500000.0,-99.156634408634,10.0810376914171,-0.763109815179787
19542000,-99.14663199497305,10.09728077872249,-0.7464234240202853
19584000,-99.23761725098257,10.090097022229175,-0.7410943458395396
19624000,-99.22133087911521,10.067373189545275,-0.5614931682466018
19666000,-99.45935073984327,10.08413207396098,-0.19566165501655142
19708000,-99.90933360480962,9.388595936689036,0.4653130928062908
19750000.0,-101.18030585695712,8.584789633986917,1.4521857200297643
19792000,-102.3238452441324,6.85520184687425,1.978691449646599
19834000,-101.01371890131846,4.48717519180049,1.4595872369454252
19874000,-99.84493717294745,2.396250424192274,1.7609161680513543
19916000,-98.40041229073957,-0.12854647664842175,1.9047300011914683
19958000,-97.87419659682297,-2.017618783083251,1.9021197706139046
20000000.0,-98.240612698203,-3.61363294833788,2.315620415700552
20042000,-98.8040728367918,-5.771716084378908,2.7021212788417217
20084000,-98.1151116880142,-8.631694232674617,2.9433154242853528
20124000,-98.00972227064149,-11.454645961497702,3.2247518849709285
20166000,-97.17104062664797,-14.72616520139514,3.326495870198205
20208000,-97.31919757165575,-17.50446311212572,3.7756188300702473
20250000.0,-97.80328431419997,-20.487169144753075,4.335364781705318
20292000,-98.52169343501066,-23.179983838674847,4.449704733470762
20334000,-97.59292796792144,-26.094156717969526,4.114392924395938
20374000,-96.75097498084023,-29.54860856675419,4.388969670526737
20416000,-96.35532077043311,-33.5568343312206,5.101179966371076
